T(K) logP(GPa) logrho(g/cm^3) logE(MJ/kg) S(MJ/kg/K)
8000 3.81324282 0.66303053 3.09055055 0.04156121
8000 3.81759199 0.665237 3.09293884 0.04151058
8000 3.82189803 0.6674222 3.09530303 0.04146029
8000 3.8261618 0.66958652 3.09764333 0.04141024
8000 3.83038412 0.67173035 3.09995996 0.04136034
8000 3.83456578 0.67385405 3.10225315 0.04131051
8000 3.83870756 0.675958 3.1045231 0.04126067
8000 3.84281021 0.67804253 3.10677005 0.04121073
8000 3.84687447 0.68010801 3.10899419 0.04116061
8000 3.85090104 0.68215476 3.11119575 0.04111025
8000 3.85489063 0.6841831 3.11337495 0.04105957
8000 3.8588439 0.68619334 3.11553203 0.04100851
8000 3.86276151 0.68818578 3.11766721 0.04095702
8000 3.8666441 0.69016072 3.11978075 0.04090505
8000 3.87049228 0.69211843 3.12187285 0.04085254
8000 3.87430667 0.69405919 3.12394376 0.04079944
8000 3.87808784 0.69598328 3.12599368 0.04074571
8000 3.88183638 0.69789097 3.12802285 0.04069128
8000 3.88555284 0.6997825 3.13003149 0.04063612
8000 3.88923776 0.70165815 3.1320199 0.04058021
8000 3.89289168 0.70351819 3.13398849 0.04052358
8000 3.89651512 0.70536287 3.13593768 0.04046624
8000 3.90010858 0.70719246 3.13786786 0.04040823
8000 3.90367254 0.70900721 3.13977941 0.04034957
8000 3.9072075 0.71080735 3.1416727 0.04029028
8000 3.91071391 0.71259313 3.1435481 0.04023039
8000 3.91419225 0.71436478 3.14540597 0.04016991
8000 3.91764294 0.71612253 3.14724664 0.04010888
8000 3.92106644 0.71786659 3.14907045 0.04004731
8000 3.92446315 0.71959719 3.15087773 0.03998522
8000 3.92783351 0.72131454 3.15266881 0.03992265
8000 3.93117791 0.72301883 3.154444 0.03985961
8000 3.93449676 0.72471029 3.15620362 0.03979613
8000 3.93779043 0.72638909 3.15794795 0.03973223
8000 3.94105931 0.72805544 3.15967729 0.03966793
8000 3.94430378 0.72970952 3.16139193 0.03960325
8000 3.94752418 0.73135152 3.16309214 0.03953821
8000 3.95072088 0.73298161 3.16477819 0.03947284
8000 3.95389422 0.73459998 3.16645034 0.03940716
8000 3.95704454 0.73620679 3.16810885 0.03934117
8000 3.96017218 0.73780221 3.16975395 0.0392749
8000 3.96327745 0.73938641 3.17138589 0.03920838
8000 3.96636068 0.74095954 3.17300491 0.0391416
8000 3.96942217 0.74252177 3.17461122 0.0390746
8000 3.97246223 0.74407325 3.17620506 0.03900738
8000 3.97548116 0.74561413 3.17778664 0.03893996
8000 3.97847924 0.74714456 3.17935617 0.03887236
8000 3.98145677 0.74866468 3.18091386 0.0388046
8000 3.98441403 0.75017463 3.18245991 0.03873669
8000 3.98735129 0.75167456 3.18399452 0.03866863
8000 3.99026881 0.7531646 3.18551788 0.03860045
8000 3.99316687 0.75464488 3.18703016 0.03853216
8000 3.99604571 0.75611555 3.18853156 0.03846376
8000 3.9989056 0.75757671 3.19002225 0.03839528
8000 4.00174678 0.75902852 3.1915024 0.03832672
8000 4.00456949 0.76047107 3.19297219 0.03825809
8000 4.00737397 0.76190451 3.19443178 0.03818941
8000 4.01016046 0.76332894 3.19588133 0.03812068
8000 4.01292918 0.76474449 3.19732101 0.03805192
8000 4.01568037 0.76615126 3.19875096 0.03798314
8000 4.01841424 0.76754938 3.20017133 0.03791434
8000 4.021131 0.76893895 3.20158228 0.03784555
8000 4.02383088 0.77032007 3.20298394 0.03777675
8000 4.02651407 0.77169286 3.20437646 0.03770798
8000 4.02918079 0.77305743 3.20575998 0.03763922
8100 -4.0 -5.82581246 2.50238108 0.18243933
8100 -3.95750289 -5.78328052 2.50215708 0.18161044
8100 -3.91500579 -5.74065539 2.5019335 0.1807813
8100 -3.87250868 -5.69811247 2.5017124 0.17995365
8100 -3.83001158 -5.6555696 2.50149742 0.17912661
8100 -3.78751447 -5.61300827 2.50128817 0.17829899
8100 -3.74501736 -5.57044774 2.50108024 0.17746954
8100 -3.70252026 -5.52795148 2.50087153 0.17663959
8100 -3.66002315 -5.48543548 2.50066606 0.17581042
8100 -3.61752605 -5.44290141 2.50046939 0.17498363
8100 -3.57502894 -5.40035142 2.50028581 0.17416024
8100 -3.53253183 -5.35778456 2.50011367 0.17333971
8100 -3.49003473 -5.3152047 2.49994683 0.17252031
8100 -3.44753762 -5.27261583 2.49977908 0.17170028
8100 -3.40504051 -5.23002192 2.49960421 0.17087793
8100 -3.36254341 -5.18742634 2.49941691 0.17005188
8100 -3.3200463 -5.14482864 2.4992172 0.16922251
8100 -3.2775492 -5.10222705 2.49900696 0.16839081
8100 -3.23505209 -5.05961981 2.49878806 0.16755774
8100 -3.19255498 -5.01700515 2.49856241 0.16672426
8100 -3.15005788 -4.97438155 2.49833059 0.1658909
8100 -3.10756077 -4.93174802 2.49809 0.16505727
8100 -3.06506367 -4.88910367 2.49783763 0.16422284
8100 -3.02256656 -4.84644757 2.4975704 0.1633871
8100 -2.98006945 -4.80377885 2.49728541 0.16254955
8100 -2.93757235 -4.7610962 2.49698122 0.16171029
8100 -2.89507524 -4.71839779 2.496658 0.16086998
8100 -2.85257814 -4.67568186 2.4963161 0.16002933
8100 -2.81008103 -4.63294661 2.49595585 0.15918903
8100 -2.76758392 -4.59019028 2.49557717 0.15834956
8100 -2.72508682 -4.54741147 2.49517724 0.15751007
8100 -2.68258971 -4.50460896 2.49475177 0.15666906
8100 -2.6400926 -4.46178152 2.49429647 0.15582502
8100 -2.5975955 -4.41892794 2.49380704 0.15497651
8100 -2.55509839 -4.37604649 2.49327951 0.15412256
8100 -2.51260129 -4.33313382 2.49271063 0.15326372
8100 -2.47010418 -4.29018617 2.49209742 0.15240085
8100 -2.42760707 -4.24719982 2.49143688 0.15153483
8100 -2.38510997 -4.20417105 2.49072596 0.15066645
8100 -2.34261286 -4.16109511 2.48995857 0.14979545
8100 -2.30011576 -4.11796585 2.48912408 0.14892004
8100 -2.25761865 -4.07477698 2.48821147 0.14803831
8100 -2.21512154 -4.03152224 2.48720982 0.14714842
8100 -2.17262444 -3.98819532 2.4861083 0.14624868
8100 -2.13012733 -3.94478943 2.484899 0.14533846
8100 -2.08763023 -3.90129747 2.48357596 0.1444179
8100 -2.04513312 -3.85771234 2.48213317 0.14348715
8100 -2.00263601 -3.81402697 2.48056468 0.14254638
8100 -1.96013891 -3.77023373 2.47886357 0.14159551
8100 -1.9176418 -3.72632298 2.47701793 0.14063341
8100 -1.8751447 -3.68228434 2.47501441 0.13965862
8100 -1.83264759 -3.63810744 2.47283974 0.13866978
8100 -1.79015048 -3.59378191 2.47048057 0.13766555
8100 -1.74765338 -3.54930106 2.46792532 0.13664528
8100 -1.70515627 -3.50466546 2.46516608 0.13560959
8100 -1.66265916 -3.45987668 2.46219531 0.13455928
8100 -1.62016206 -3.41493623 2.45900547 0.13349512
8100 -1.57766495 -3.36984543 2.45558918 0.13241785
8100 -1.53516785 -3.32460198 2.45194169 0.13132781
8100 -1.49267074 -3.27920017 2.44806071 0.13022495
8100 -1.45017363 -3.23363413 2.44394408 0.12910922
8100 -1.40767653 -3.18789797 2.43958961 0.12798059
8100 -1.36517942 -3.1419873 2.4349957 0.12683921
8100 -1.32268232 -3.09590756 2.43016513 0.12568625
8100 -1.28018521 -3.04966846 2.42510254 0.12452332
8100 -1.2376881 -3.00327968 2.41981251 0.12335197
8100 -1.195191 -2.95675088 2.41429963 0.12217373
8100 -1.15269389 -2.9100921 2.40856989 0.12099016
8100 -1.11019679 -2.86331424 2.40263292 0.11980296
8100 -1.06769968 -2.81642841 2.39649914 0.11861386
8100 -1.02520257 -2.7694457 2.3901789 0.1174245
8100 -0.98270547 -2.72237727 2.38368264 0.11623647
8100 -0.94020836 -2.67523787 2.37702442 0.11505148
8100 -0.89771125 -2.62804677 2.37022287 0.11387137
8100 -0.85521415 -2.58082354 2.36329691 0.11269793
8100 -0.81271704 -2.53358772 2.35626548 0.11153288
8100 -0.77021994 -2.48635899 2.34914751 0.11037783
8100 -0.72772283 -2.4391578 2.34196206 0.10923396
8100 -0.68522572 -2.39200505 2.3347283 0.10810219
8100 -0.64272862 -2.3449217 2.32746533 0.10698339
8100 -0.60023151 -2.29792869 2.32019233 0.10587839
8100 -0.55773441 -2.25104785 2.31292901 0.10478816
8100 -0.5152373 -2.20430435 2.30569668 0.10371427
8100 -0.47274019 -2.15772422 2.29851719 0.10265839
8100 -0.43024309 -2.11133358 2.29141248 0.10162212
8100 -0.38774598 -2.06515845 2.28440432 0.10060699
8100 -0.34524888 -2.01922255 2.27751008 0.09961381
8100 -0.30275177 -1.97354587 2.27073967 0.0986422
8100 -0.26025466 -1.92814783 2.26410205 0.09769168
8100 -0.21775756 -1.88304783 2.25760615 0.0967618
8100 -0.17526045 -1.83826571 2.25126122 0.09585209
8100 -0.13276335 -1.79382598 2.24507899 0.09496225
8100 -0.09026624 -1.74976589 2.23907417 0.09409209
8100 -0.04776913 -1.70612179 2.23326094 0.09324181
8100 -0.00527203 -1.6628465 2.22764523 0.09241096
8100 0.03722508 -1.62004159 2.22225151 0.09159939
8100 0.07972219 -1.57774951 2.21708142 0.09080663
8100 0.12221929 -1.53596778 2.2121374 0.09003338
8100 0.1647164 -1.4946166 2.20740004 0.08927787
8100 0.2072135 -1.45386783 2.20290889 0.08854137
8100 0.23487762 -1.42748584 2.20899942 0.0882578
8100 0.26254173 -1.4014843 2.20637748 0.08779718
8100 0.29020584 -1.3757342 2.20385433 0.08734368
8100 0.31786996 -1.35027274 2.20143542 0.08689777
8100 0.34553407 -1.32508738 2.19912206 0.08645906
8100 0.37319818 -1.30016439 2.19691538 0.08602717
8100 0.4008623 -1.27552122 2.19481898 0.08560224
8100 0.42852641 -1.25116731 2.1928351 0.08518425
8100 0.45619052 -1.22708585 2.19096353 0.08477271
8100 0.48385463 -1.20327874 2.18920493 0.08436745
8100 0.51151875 -1.17976183 2.18755724 0.08396836
8100 0.53918286 -1.15651753 2.18601426 0.08357469
8100 0.56684697 -1.13354974 2.18457166 0.0831861
8100 0.59451109 -1.11086277 2.18322612 0.08280231
8100 0.6221752 -1.08844199 2.18197355 0.08242271
8100 0.64983931 -1.06630729 2.18081341 0.08204739
8100 0.67750343 -1.04444782 2.17974535 0.08167598
8100 0.70516754 -1.0228701 2.17877029 0.08130842
8100 0.73283165 -1.00157418 2.17788969 0.08094461
8100 0.76049577 -0.98056433 2.17714349 0.08058614
8100 0.78815988 -0.95976403 2.17661921 0.08023541
8100 0.81582399 -0.93901744 2.17635729 0.07989152
8100 0.84348811 -0.91821178 2.17638882 0.07955389
8100 0.87115222 -0.89726195 2.17673451 0.07922196
8100 0.89881633 -0.876108 2.1774054 0.07889521
8100 0.92648044 -0.8547142 2.17840224 0.0785731
8100 0.95414456 -0.83307037 2.17971452 0.07825509
8100 0.98180867 -0.81119443 2.18131984 0.07794067
8100 1.00947278 -0.78913481 2.183184 0.07762933
8100 1.0371369 -0.76697173 2.18526211 0.07732068
8100 1.06480101 -0.74481535 2.18750137 0.07701446
8100 1.09246512 -0.72279938 2.18984553 0.07671063
8100 1.12012924 -0.70107017 2.19224032 0.07640941
8100 1.14779335 -0.67977244 2.19463903 0.07611123
8100 1.17545746 -0.65903487 2.19700677 0.07581673
8100 1.20312158 -0.63895869 2.19932277 0.07552664
8100 1.23078569 -0.61961163 2.20158019 0.07524167
8100 1.2584498 -0.60102783 2.20378421 0.07496251
8100 1.28611392 -0.58321195 2.20594912 0.07468971
8100 1.31377803 -0.5661455 2.20809541 0.07442369
8100 1.34144214 -0.54979429 2.21024716 0.07416479
8100 1.36910626 -0.53411226 2.21243022 0.07391319
8100 1.39677037 -0.51902882 2.21468422 0.0736692
8100 1.42443448 -0.50419135 2.21716442 0.07343194
8100 1.45209859 -0.48941353 2.21989497 0.07319818
8100 1.47976271 -0.47470595 2.22278867 0.07296396
8100 1.50742682 -0.46004271 2.22577982 0.07272532
8100 1.53509093 -0.44548961 2.22879341 0.07248021
8100 1.56275505 -0.43119048 2.23177931 0.0722298
8100 1.59041916 -0.41711327 2.23475355 0.07197374
8100 1.61808327 -0.40322527 2.23773004 0.07171154
8100 1.64574739 -0.38948528 2.24072578 0.07144256
8100 1.6734115 -0.37584993 2.24379312 0.0711678
8100 1.70107561 -0.36229152 2.24699996 0.07088956
8100 1.72873973 -0.34879971 2.25041077 0.07061055
8100 1.75640384 -0.3353787 2.25406832 0.07033295
8100 1.78406795 -0.32204979 2.25794343 0.0700559
8100 1.81173207 -0.30879001 2.26199629 0.06977635
8100 1.83939618 -0.29561587 2.26617809 0.06949219
8100 1.86706029 -0.28257272 2.27047806 0.06920439
8100 1.8947244 -0.2696765 2.27495068 0.06891633
8100 1.92238852 -0.25689092 2.27966674 0.06863034
8100 1.95005263 -0.24409445 2.28467974 0.0683441
8100 1.97771674 -0.23121475 2.28996556 0.06805297
8100 2.00538086 -0.21827741 2.29544187 0.06775328
8100 2.03304497 -0.2053544 2.30104728 0.0674446
8100 2.06070908 -0.19247093 2.30680957 0.06712941
8100 2.0883732 -0.17962018 2.31277485 0.0668098
8100 2.11603731 -0.16678399 2.31899076 0.06648751
8100 2.14370142 -0.15396098 2.32549445 0.06616463
8100 2.17136554 -0.1411812 2.33229456 0.0658435
8100 2.19902965 -0.12846009 2.33937452 0.06552413
8100 2.22669376 -0.11578779 2.3467251 0.06520552
8100 2.25435788 -0.10314987 2.35434042 0.0648866
8100 2.28202199 -0.09052181 2.3622228 0.06456603
8100 2.3096861 -0.07783225 2.37040897 0.06424162
8100 2.33735021 -0.06506487 2.37890506 0.0639128
8100 2.36501433 -0.05221725 2.3877093 0.06357942
8100 2.39267844 -0.03930365 2.3968068 0.06324173
8100 2.42034255 -0.02638017 2.40615345 0.0629011
8100 2.44800667 -0.01345166 2.41574145 0.06255759
8100 2.47567078 -0.00051117 2.42557073 0.06221091
8100 2.50333489 0.01243105 2.43562962 0.06186138
8100 2.53099901 0.02535938 2.44590503 0.06150967
8100 2.55866312 0.03828392 2.45640491 0.06115588
8100 2.58632723 0.05121267 2.46713472 0.06080017
8100 2.61399135 0.06415232 2.47809812 0.0604427
8100 2.64165546 0.07710982 2.4892986 0.06008365
8100 2.66931957 0.09009268 2.50073865 0.05972312
8100 2.69698369 0.10310955 2.51241767 0.05936083
8100 2.7246478 0.11616516 2.52432997 0.05899646
8100 2.75231191 0.12926356 2.53646913 0.05862971
8100 2.77997602 0.14240806 2.54882793 0.05826029
8100 2.80764014 0.15559356 2.56139163 0.05788818
8100 2.83530425 0.16880107 2.57413491 0.05751394
8100 2.86296836 0.1820326 2.58705367 0.05713767
8100 2.89063248 0.19529612 2.60014945 0.05675929
8100 2.91829659 0.20859158 2.61341541 0.05637897
8100 2.9459607 0.22191307 2.6268378 0.05599689
8100 2.97312785 0.23495431 2.6404858 0.05576332
8100 3.00236903 0.24922202 2.65510845 0.05535245
8100 3.02976498 0.26270451 2.6690815 0.05497073
8100 3.05553482 0.27546869 2.68243387 0.05461553
8100 3.07986082 0.28754622 2.69514587 0.05428203
8100 3.10289622 0.29897148 2.70721115 0.05396528
8100 3.12477111 0.3097855 2.71864262 0.05366086
8100 3.14559681 0.32005648 2.72950659 0.05336669
8100 3.1654694 0.32985272 2.73987782 0.05308193
8100 3.18447229 0.33923042 2.74981779 0.05280604
8100 3.20267845 0.34823565 2.75937687 0.05253874
8100 3.22015198 0.35689748 2.76858828 0.05228036
8100 3.23694959 0.36523542 2.7774753 0.05203145
8100 3.25312162 0.3732676 2.78605914 0.05179244
8100 3.26871301 0.38101097 2.79435927 0.0515636
8100 3.283764 0.38848139 2.80239352 0.05134514
8100 3.2983108 0.39569368 2.81017831 0.05113718
8100 3.31238611 0.4026617 2.81772875 0.05093974
8100 3.32601953 0.40939842 2.82505873 0.05075284
8100 3.33923795 0.41591597 2.8321811 0.05057641
8100 3.35206591 0.42222954 2.83910818 0.05040954
8100 3.36452581 0.4283622 2.84585229 0.05024938
8100 3.37663819 0.43433533 2.85242431 0.05009308
8100 3.38842189 0.44016755 2.85883373 0.04993812
8100 3.3998943 0.44587531 2.86508885 0.0497822
8100 3.41107144 0.45147333 2.87119697 0.04962317
8100 3.42196812 0.45697493 2.87716456 0.04945898
8100 3.43259807 0.46239238 2.8829973 0.04928765
8100 3.44297404 0.46773708 2.88870021 0.04910724
8100 3.45310789 0.4730198 2.89427772 0.04891575
8100 3.46301066 0.47825084 2.89973366 0.04871117
8100 3.47269265 0.48343549 2.90507117 0.04849265
8100 3.4821635 0.4885689 2.91029281 0.04826198
8100 3.49143221 0.49364508 2.91540121 0.04802133
8100 3.50050723 0.49865829 2.92039917 0.04777285
8100 3.50939649 0.50360314 2.92528963 0.04751867
8100 3.51810745 0.50847464 2.9300757 0.04726086
8100 3.52664712 0.51326827 2.93476059 0.04700144
8100 3.53502211 0.51798002 2.93934765 0.04674231
8100 3.54323864 0.52260646 2.9438403 0.04648528
8100 3.5513026 0.5271447 2.94824202 0.04623201
8100 3.55921955 0.53159244 2.95255634 0.04598405
8100 3.56699477 0.53594796 2.95678679 0.04574278
8100 3.57463323 0.54021006 2.96093686 0.04550947
8100 3.58213966 0.54437807 2.96501004 0.04528522
8100 3.58951855 0.54845182 2.96900971 0.04507099
8100 3.59677416 0.55243153 2.9729392 0.04486762
8100 3.60391054 0.55631786 2.97680171 0.04467578
8100 3.61093155 0.56011179 2.98060036 0.04449607
8100 3.61784086 0.56381459 2.98433812 0.04432894
8100 3.62464196 0.56742781 2.98801785 0.04417476
8100 3.6313382 0.57095319 2.99164225 0.04403378
8100 3.63793276 0.57439264 2.99521392 0.04390619
8100 3.64442868 0.57774822 2.99873529 0.0437921
8100 3.65082886 0.58102215 3.00220868 0.04369152
8100 3.6571361 0.58421978 3.00563578 0.04360327
8100 3.66335304 0.58734998 3.00901755 0.04352473
8100 3.66948225 0.59042077 3.01235474 0.04345348
8100 3.67552615 0.59343925 3.015648 0.04338735
8100 3.6814871 0.59641181 3.01889784 0.04332432
8100 3.68736733 0.59934424 3.02210467 0.04326256
8100 3.69316902 0.60224184 3.02526881 0.0432003
8100 3.69889421 0.60510853 3.02839069 0.04313629
8100 3.70454492 0.60794458 3.03147143 0.04307075
8100 3.71012305 0.61074961 3.03451231 0.0430042
8100 3.71563043 0.61352325 3.03751455 0.04293713
8100 3.72106886 0.61626521 3.04047938 0.04287
8100 3.72644002 0.61897525 3.04340798 0.04280328
8100 3.73174556 0.62165318 3.04630151 0.04273739
8100 3.73698707 0.62429886 3.04916112 0.04267274
8100 3.74216607 0.62691268 3.0519878 0.04260952
8100 3.74728404 0.62949561 3.05478239 0.04254764
8100 3.7523424 0.63204865 3.0575457 0.042487
8100 3.75734252 0.63457271 3.06027848 0.0424275
8100 3.76228573 0.63706871 3.06298147 0.04236904
8100 3.7671733 0.63953748 3.06565536 0.04231154
8100 3.77200649 0.64197984 3.06830082 0.04225491
8100 3.77678647 0.64439657 3.07091851 0.04219908
8100 3.78151442 0.64678831 3.07350895 0.04214397
8100 3.78619145 0.6491555 3.07607254 0.04208956
8100 3.79081865 0.65149858 3.07860968 0.04203579
8100 3.79539707 0.65381799 3.08112073 0.04198264
8100 3.79992772 0.65611415 3.08360608 0.04193006
8100 3.8044116 0.65838745 3.08606609 0.04187802
8100 3.80884966 0.66063829 3.08850111 0.04182648
8100 3.81324282 0.66286706 3.09091151 0.0417754
8100 3.81759199 0.66507416 3.09329761 0.04172474
8100 3.82189803 0.66725996 3.09565964 0.04167442
8100 3.8261618 0.66942488 3.09799783 0.04162434
8100 3.83038412 0.6715693 3.1003124 0.04157443
8100 3.83456578 0.67369358 3.10260357 0.0415246
8100 3.83870756 0.67579811 3.10487156 0.04147476
8100 3.84281021 0.67788321 3.10711658 0.04142483
8100 3.84687447 0.67994926 3.10933885 0.04137475
8100 3.85090104 0.68199657 3.11153859 0.04132443
8100 3.85489063 0.68402547 3.11371601 0.0412738
8100 3.8588439 0.68603627 3.11587136 0.04122282
8100 3.86276151 0.68802927 3.11800486 0.04117142
8100 3.8666441 0.69000476 3.12011676 0.04111955
8100 3.87049228 0.69196303 3.12220727 0.04106716
8100 3.87430667 0.69390435 3.12427663 0.0410142
8100 3.87808784 0.695829 3.12632506 0.04096061
8100 3.88183638 0.69773725 3.12835279 0.04090636
8100 3.88555284 0.69962935 3.13036002 0.04085139
8100 3.88923776 0.70150556 3.13234706 0.04079569
8100 3.89289168 0.70336616 3.13431431 0.04073927
8100 3.89651512 0.70521141 3.13626219 0.04068217
8100 3.90010858 0.70704156 3.13819107 0.0406244
8100 3.90367254 0.70885686 3.14010135 0.04056599
8100 3.9072075 0.71065756 3.1419934 0.04050697
8100 3.91071391 0.7124439 3.14386758 0.04044735
8100 3.91419225 0.7142161 3.14572424 0.04038717
8100 3.91764294 0.7159744 3.14756373 0.04032643
8100 3.92106644 0.71771902 3.14938637 0.04026517
8100 3.92446315 0.71945016 3.1511925 0.0402034
8100 3.92783351 0.72116805 3.15298245 0.04014115
8100 3.93117791 0.72287288 3.15475652 0.04007844
8100 3.93449676 0.72456487 3.15651502 0.0400153
8100 3.93779043 0.7262442 3.15825826 0.03995175
8100 3.94105931 0.72791107 3.15998651 0.0398878
8100 3.94430378 0.72956568 3.16170008 0.03982348
8100 3.94752418 0.73120819 3.16339922 0.03975881
8100 3.95072088 0.73283879 3.16508421 0.03969381
8100 3.95389422 0.73445766 3.16675532 0.0396285
8100 3.95704454 0.73606497 3.16841278 0.0395629
8100 3.96017218 0.73766089 3.17005685 0.03949702
8100 3.96327745 0.73924557 3.17168777 0.03943088
8100 3.96636068 0.74081919 3.17330576 0.0393645
8100 3.96942217 0.7423819 3.17491106 0.0392979
8100 3.97246223 0.74393385 3.17650389 0.03923108
8100 3.97548116 0.74547519 3.17808446 0.03916407
8100 3.97847924 0.74700608 3.17965298 0.03909688
8100 3.98145677 0.74852664 3.18120967 0.03902952
8100 3.98441403 0.75003704 3.18275472 0.03896202
8100 3.98735129 0.7515374 3.18428833 0.03889438
8100 3.99026881 0.75302787 3.18581069 0.03882662
8100 3.99316687 0.75450858 3.18732199 0.03875874
8100 3.99604571 0.75597966 3.1888224 0.03869077
8100 3.9989056 0.75744124 3.1903121 0.03862271
8100 4.00174678 0.75889344 3.19179128 0.03855457
8100 4.00456949 0.7603364 3.19326009 0.03848636
8100 4.00737397 0.76177023 3.19471871 0.03841811
8100 4.01016046 0.76319506 3.1961673 0.03834981
8100 4.01292918 0.76461099 3.19760601 0.03828148
8100 4.01568037 0.76601814 3.199035 0.03821313
8100 4.01841424 0.76741664 3.20045442 0.03814476
8100 4.021131 0.76880658 3.20186442 0.0380764
8100 4.02383088 0.77018807 3.20326515 0.03800804
8100 4.02651407 0.77156123 3.20465673 0.03793969
8100 4.02918079 0.77292615 3.20603932 0.03787138
8200 -4.0 -5.83130688 2.5048199 0.18276453
8200 -3.95750289 -5.78876434 2.50455597 0.18193184
8200 -3.91500579 -5.74613189 2.50429979 0.18109891
8200 -3.87250868 -5.70358279 2.5040484 0.18026757
8200 -3.83001158 -5.66103361 2.50380319 0.17943697
8200 -3.78751447 -5.61846615 2.50356455 0.17860632
8200 -3.74501736 -5.57590018 2.50332956 0.17777448
8200 -3.70252026 -5.53339922 2.50309601 0.17694257
8200 -3.66002315 -5.49087938 2.50286761 0.17611164
8200 -3.61752605 -5.44834247 2.50264981 0.17528311
8200 -3.57502894 -5.40579081 2.50244686 0.1744578
8200 -3.53253183 -5.36322337 2.50225708 0.1736352
8200 -3.49003473 -5.32064384 2.50207437 0.17281373
8200 -3.44753762 -5.27805598 2.50189257 0.17199182
8200 -3.40504051 -5.23546356 2.50170554 0.17116793
8200 -3.36254341 -5.19286983 2.50150799 0.17034081
8200 -3.3200463 -5.15027459 2.50130005 0.16951081
8200 -3.2775492 -5.10767653 2.50108375 0.16867882
8200 -3.23505209 -5.06507433 2.50086106 0.16784573
8200 -3.19255498 -5.02246666 2.50063399 0.16701238
8200 -3.15005788 -4.97985214 2.50040318 0.16617928
8200 -3.10756077 -4.93722941 2.50016589 0.16534612
8200 -3.06506367 -4.89459706 2.49991893 0.16451244
8200 -3.02256656 -4.85195364 2.49965909 0.16367783
8200 -2.98006945 -4.80929782 2.4993833 0.16284189
8200 -2.93757235 -4.7666282 2.49909014 0.16200465
8200 -2.89507524 -4.72394329 2.49878001 0.1611666
8200 -2.85257814 -4.68124172 2.49845351 0.16032827
8200 -2.81008103 -4.63852209 2.49811119 0.15949015
8200 -2.76758392 -4.59578297 2.49775318 0.1586526
8200 -2.72508682 -4.55302323 2.49737665 0.15781482
8200 -2.68258971 -4.51024184 2.49697723 0.15697546
8200 -2.6400926 -4.46743775 2.4965505 0.15613321
8200 -2.5975955 -4.42460996 2.49609207 0.15528677
8200 -2.55509839 -4.38175686 2.49559798 0.15443531
8200 -2.51260129 -4.33887514 2.49506531 0.15357942
8200 -2.47010418 -4.29596102 2.49449149 0.15271999
8200 -2.42760707 -4.25301077 2.49387395 0.15185789
8200 -2.38510997 -4.21002065 2.49321007 0.15099396
8200 -2.34261286 -4.16698612 2.49249424 0.15012791
8200 -2.30011576 -4.12390143 2.49171645 0.14925787
8200 -2.25761865 -4.08076076 2.4908663 0.14838185
8200 -2.21512154 -4.03755829 2.48993349 0.14749792
8200 -2.17262444 -3.99428817 2.4889078 0.14660433
8200 -2.13012733 -3.95094415 2.4877819 0.14570059
8200 -2.08763023 -3.90751966 2.48655036 0.14478712
8200 -2.04513312 -3.86400815 2.48520772 0.14386432
8200 -2.00263601 -3.82040311 2.48374857 0.14293263
8200 -1.96013891 -3.77669741 2.48216648 0.14199214
8200 -1.9176418 -3.73288162 2.48044981 0.14104162
8200 -1.8751447 -3.68894546 2.47858541 0.14007941
8200 -1.83264759 -3.64487871 2.47656017 0.13910393
8200 -1.79015048 -3.60067112 2.47436097 0.13811366
8200 -1.74765338 -3.55631584 2.47197623 0.13710782
8200 -1.70515627 -3.51181269 2.46939778 0.13608704
8200 -1.66265916 -3.46716241 2.46661773 0.13505214
8200 -1.62016206 -3.4223657 2.46362821 0.1340039
8200 -1.57766495 -3.37742306 2.46042149 0.1329431
8200 -1.53516785 -3.33233139 2.45699204 0.13186992
8200 -1.49267074 -3.28708422 2.45333644 0.13078407
8200 -1.45017363 -3.2416749 2.44945134 0.12968522
8200 -1.40767653 -3.19609679 2.44533341 0.12857308
8200 -1.36517942 -3.1503446 2.44097977 0.12744758
8200 -1.32268232 -3.1044221 2.43639139 0.12630972
8200 -1.28018521 -3.05833696 2.4315708 0.12516095
8200 -1.2376881 -3.01209686 2.42652051 0.1240027
8200 -1.195191 -2.96570944 2.42124302 0.12283636
8200 -1.15269389 -2.91918307 2.4157424 0.12166338
8200 -1.11019679 -2.87252799 2.41002687 0.1204854
8200 -1.06769968 -2.82575487 2.40410553 0.11930409
8200 -1.02520257 -2.77887434 2.39798739 0.11812104
8200 -0.98270547 -2.73189709 2.39168159 0.1169378
8200 -0.94020836 -2.68483706 2.38520118 0.11575607
8200 -0.89771125 -2.63771239 2.3785642 0.11457773
8200 -0.85521415 -2.59054144 2.37178899 0.1134046
8200 -0.81271704 -2.54334255 2.36489394 0.11223844
8200 -0.77021994 -2.49613434 2.3578974 0.11108091
8200 -0.72772283 -2.44893741 2.35081801 0.10993324
8200 -0.68522572 -2.4017736 2.34367454 0.10879639
8200 -0.64272862 -2.35466476 2.33648577 0.10767127
8200 -0.60023151 -2.30763279 2.32927046 0.10655877
8200 -0.55773441 -2.26070028 2.32204826 0.10545991
8200 -0.5152373 -2.21389274 2.31484139 0.10437642
8200 -0.47274019 -2.16723637 2.30767294 0.10331016
8200 -0.43024309 -2.12075746 2.30056606 0.10226289
8200 -0.38774598 -2.07448224 2.29354374 0.10123631
8200 -0.34524888 -2.02843474 2.28662432 0.10023134
